date,shock
1990-01-31,0.039737132240898615
1990-02-28,-0.011061144093694773
1990-03-31,0.0518150830480554
1990-04-30,0.12184238851264204
1990-05-31,-0.018732269977866877
1990-06-30,-0.2145894450453034
1990-07-31,0.12633702524059132
1990-08-31,0.061394778332232704
1990-09-30,-0.03755795087479617
1990-10-31,0.043404803486877176
1990-11-30,-0.03707341542499698
1990-12-31,0.17507746985224784
1991-01-31,0.01935698172528273
1991-02-28,-0.15306241957262384
1991-03-31,-0.13799342660104263
1991-04-30,-0.044983002339277815
1991-05-31,-0.0810264896267539
1991-06-30,0.025139786607621912
1991-07-31,-0.07264192604169688
1991-08-31,-0.11298429610682333
1991-09-30,0.11725190151372433
1991-10-31,-0.018062104038922853
1991-11-30,0.005402256375033907
1991-12-31,-0.11397985489707654
1992-01-31,-0.043550617962014614
1992-02-29,0.008873807176789287
1992-03-31,-0.09207948619378423
1992-04-30,0.030055841467653756
1992-05-31,-0.0480510951935044
1992-06-30,-0.023335499983462144
1992-07-31,-0.04813652897835175
1992-08-31,0.14818225476071503
1992-09-30,-0.0010797779790347136
1992-10-31,-0.08461687431647202
1992-11-30,0.06580359296825512
1992-12-31,-0.09766749199768178
1993-01-31,0.016709087600380434
1993-02-28,-0.15677360991038206
1993-03-31,-0.10625488391187445
1993-04-30,0.015748898869529883
1993-05-31,0.05907732639963283
1993-06-30,0.01370946249519764
1993-07-31,-0.009251862591059243
1993-08-31,-0.024088295647143102
1993-09-30,-0.1182817592293942
1993-10-31,-0.05758753667157669
1993-11-30,-0.036851101676783
1993-12-31,-0.14390945655944348
1994-01-31,0.027489463165476912
1994-02-28,-0.1410432124290187
1994-03-31,0.0259267175515836
1994-04-30,-0.030806582433305325
1994-05-31,-0.0541537600244767
1994-06-30,0.04893410310726943
1994-07-31,0.08247996179967608
1994-08-31,0.07450240952929589
1994-09-30,-0.06713740185781109
1994-10-31,-0.024736990068097167
1994-11-30,0.03050245366134036
1994-12-31,0.07804361016978874
1995-01-31,-0.0383339390276232
1995-02-28,-0.01485271813310537
1995-03-31,-0.08850679792048226
1995-04-30,-0.09569652992645367
1995-05-31,0.06500206579153585
1995-06-30,0.10849920228566584
1995-07-31,-0.005760809726426708
1995-08-31,0.08028263183136193
1995-09-30,0.02893088200381073
1995-10-31,-0.051609580368409944
1995-11-30,0.028911648440673114
1995-12-31,0.12304292531727754
1996-01-31,-0.0028660831287961232
1996-02-29,0.1251714924651205
1996-03-31,-0.20957960832717956
1996-04-30,0.06575220035001791
1996-05-31,0.6400211345671987
1996-06-30,-0.023920588037269392
1996-07-31,0.007340862122840184
1996-08-31,-0.15900551316807143
1996-09-30,-0.017573751027000956
1996-10-31,0.028569005720939712
1996-11-30,0.11823152357932129
1996-12-31,-0.041461617461891795
1997-01-31,-0.06467948823145502
1997-02-28,-0.040140563486762926
1997-03-31,0.07323216941616593
1997-04-30,0.026300088772774757
1997-05-31,-0.024014974931162468
1997-06-30,0.04106139464906849
1997-07-31,0.007766203947843231
1997-08-31,0.07749159924263115
1997-09-30,-0.05616424751018819
1997-10-31,-0.026212971727821457
1997-11-30,-0.03136865225057261
1997-12-31,-0.11708119585056949
1998-01-31,0.023689622165166086
1998-02-28,0.020884421774391145
1998-03-31,0.0004090765313968712
1998-04-30,-0.018766970670011755
1998-05-31,-0.11322965936403315
1998-06-30,-0.03365162582122872
1998-07-31,-0.02741716132214156
1998-08-31,-0.06418218153772952
1998-09-30,-0.012902856933280731
1998-10-31,0.03232406854516307
1998-11-30,0.1508948720968424
1998-12-31,0.013966225026547117
1999-01-31,0.020604031257821148
1999-02-28,-0.005955673261293377
1999-03-31,-0.15350169722392332
1999-04-30,-0.00212111003593735
1999-05-31,0.004818416795282115
1999-06-30,0.1970593689988229
1999-07-31,-0.015388877182489802
1999-08-31,0.024123787386688997
1999-09-30,-0.002776941576419465
1999-10-31,-0.09349424300956256
1999-11-30,0.09142582516120165
1999-12-31,0.06015464261494193
2000-01-31,0.06328255576344376
2000-02-29,-0.07275099638357911
2000-03-31,0.11222354487488793
2000-04-30,-0.11214808502338247
2000-05-31,0.04694856750402163
2000-06-30,0.1752364500647983
2000-07-31,-0.07924290601045507
2000-08-31,-0.045303818368221754
2000-09-30,0.007972109207011299
2000-10-31,-0.04027805232929594
2000-11-30,-0.12405307448529061
2000-12-31,0.005485037984482187
2001-01-31,-0.0849842970980884
2001-02-28,0.03788739445081453
2001-03-31,-0.07355393873870425
2001-04-30,0.12399475240140316
2001-05-31,-0.06266026338689897
2001-06-30,-0.02576492129645405
2001-07-31,0.06508137738957358
2001-08-31,-0.09846914531471641
2001-09-30,0.018196794768330353
2001-10-31,0.10457142034259426
2001-11-30,-0.1285986587648982
2001-12-31,0.014770708682584337
2002-01-31,0.020790623539873883
2002-02-28,0.06254582974218482
2002-03-31,-0.09895605687024656
2002-04-30,-0.1056365290467421
2002-05-31,0.04175532524935181
2002-06-30,0.023758773858654884
2002-07-31,0.020039428027670125
2002-08-31,0.027715856759758056
2002-09-30,-0.05440197772627926
2002-10-31,0.018580295772880284
2002-11-30,0.023445797863894502
2002-12-31,-0.057148113442109426
2003-01-31,0.14926196089158053
2003-02-28,0.037906633672943
2003-03-31,-0.09530427977621189
2003-04-30,0.052524288690706376
2003-05-31,-0.07797453361818572
2003-06-30,0.06296676829939617
2003-07-31,0.09268764632059233
2003-08-31,-0.06565458546813684
